Run: 0
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016196, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.013469, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 139 
alpha_j: 0.082405, p_j: 0.018049, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.084858, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.086969, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.018913, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 83 
alpha_j: 0.086149, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.018735, p_j: 0.086150, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015957, p_j: 0.352658, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013270, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011250, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009732, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008563, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 99 
alpha_j: 0.007639, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 159 
alpha_j: 0.006891, p_j: 0.000011, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075249, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016364, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013938, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011591, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 67 
alpha_j: 0.009827, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 113 
alpha_j: 0.008501, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007480, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.006672, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.006019, p_j: 0.074083, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005481, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005030, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 167 
alpha_j: 0.004647, p_j: 0.000008, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065379, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014218, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.012110, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010071, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008538, p_j: 0.000337, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 67 
alpha_j: 0.063941, p_j: 0.000001, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.068968, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 135 
alpha_j: 0.073294, p_j: 0.050087, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 193 
alpha_j: 0.077017, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.016749, p_j: 0.240362, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014265, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011864, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.010058, p_j: 0.004977, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072841, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.015841, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.013492, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 171 
alpha_j: 0.011220, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 181 
alpha_j: 0.009513, p_j: 0.000600, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 181 
alpha_j: 0.069648, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.015146, p_j: 0.000437, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.071768, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015607, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013293, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 55 
alpha_j: 0.011055, p_j: 0.000395, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.070133, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.015252, p_j: 0.005838, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 151 
alpha_j: 0.072171, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015695, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013368, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 149 
alpha_j: 0.011117, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009425, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008153, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007174, p_j: 0.000188, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.066998, p_j: 0.282917, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014570, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.012410, p_j: 0.024467, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010320, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 45 
alpha_j: 0.008749, p_j: 0.007357, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.065179, p_j: 0.117448, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 39 
alpha_j: 0.014174, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012073, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010040, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008512, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007363, p_j: 0.001363, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 79 
alpha_j: 0.062762, p_j: 0.000171, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.067953, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 45 
alpha_j: 0.014778, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.070361, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.015301, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072360, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015736, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013403, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 159 
alpha_j: 0.011146, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 181 
alpha_j: 0.009450, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.069279, p_j: 0.000002, rej: 1 
The hyp is : 0
true best: 0, found best: 2, queries: 200 
alpha_j: 0.073562, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 55 
alpha_j: 0.015997, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013625, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011331, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.009607, p_j: 0.700667, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 87 
alpha_j: 0.008310, p_j: 0.000002, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.069041, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 93 
alpha_j: 0.015014, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.012788, p_j: 0.001495, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 149 
alpha_j: 0.069481, p_j: 0.062268, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.073735, p_j: 0.505022, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.016035, p_j: 0.000426, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075162, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016345, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013922, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011578, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009816, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.008491, p_j: 0.053629, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007471, p_j: 0.087985, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006664, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 133 
alpha_j: 0.006012, p_j: 0.001378, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.067430, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 197 
alpha_j: 0.014664, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012490, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.010387, p_j: 0.000009, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 73 
alpha_j: 0.066737, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014513, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012361, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010280, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008715, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 175 
alpha_j: 0.007539, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.063928, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013902, p_j: 0.054872, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011841, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009847, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 117 
alpha_j: 0.008349, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007222, p_j: 0.000045, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.061825, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013445, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011451, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009523, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 79 
alpha_j: 0.008074, p_j: 0.000356, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 49 
alpha_j: 0.061223, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 141 
alpha_j: 0.013314, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011340, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 103 
alpha_j: 0.009431, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 107 
alpha_j: 0.007995, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006916, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006085, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 127 
alpha_j: 0.005428, p_j: 0.004221, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 37 
alpha_j: 0.058193, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012655, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010779, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008964, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 113 
alpha_j: 0.007600, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 87 
alpha_j: 0.058445, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 77 
alpha_j: 0.012710, p_j: 0.000001, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.062467, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013584, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011570, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009622, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 101 
alpha_j: 0.008158, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007057, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006209, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 101 
alpha_j: 0.005539, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.004997, p_j: 0.150906, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004550, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004176, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003858, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003584, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 133 
alpha_j: 0.003347, p_j: 0.000023, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.055675, p_j: 0.053636, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.061854, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013451, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 91 
alpha_j: 0.011457, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 81 
alpha_j: 0.009528, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008078, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006988, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006148, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005484, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004948, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004506, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004135, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 127 
alpha_j: 0.003820, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003549, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003314, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003108, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002925, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002763, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 125 
alpha_j: 0.002617, p_j: 0.000456, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.053675, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 57 
alpha_j: 0.011673, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 119 
alpha_j: 0.009942, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008268, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 179 
alpha_j: 0.007009, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006064, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005335, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004759, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004294, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003910, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003588, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003315, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003080, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002876, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002697, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002538, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 145 
alpha_j: 0.002398, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002271, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002158, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002055, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001961, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 119 
alpha_j: 0.001875, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001797, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001725, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 121 
alpha_j: 0.001658, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 145 
alpha_j: 0.046576, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010129, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008627, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007174, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 191 
alpha_j: 0.006082, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005262, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004630, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004130, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 181 
alpha_j: 0.003726, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 73 
alpha_j: 0.003393, p_j: 1.000000, rej: 0 
